Training_Score(>0 is Normal),Testing_Score(>0 is Normal)
0.08764458,0.0011584461
0.08764458,0.08764458
0.08764458,0.09115493
0.00031608343,0.09115493
0.00031608343,0.09115493
0.00031608343,0.09115493
0.00031608343,0.09115493
0.00022682548,0.09115493
0.00022682548,0.09115493
0.00022682548,0.09115493
0.00022682548,0.09115493
0.00022682548,0.09115493
0.00022682548,0.09115493
-0.0018174052,0.09115493
-0.0018174052,0.09115493
-0.0018174052,0.09115493
-0.0018174052,0.09115493
-0.0018174052,0.0443182
0.0892545,-0.0029910505
0.0892545,0.09115493
0.0892545,0.09115493
0.0892545,0.09115493
0.0892545,0.09115493
0.0892545,0.09115493
0.0892545,0.09115493
-5.441904e-05,0.017489225
-5.441904e-05,0.09115493
-5.441904e-05,0.09115493
0.00013896823,0.024204403
0.00013896823,0.0
0.00013896823,0.0892545
0.00013896823,0.014978886
0.00013896823,0.02420631
0.0014657676,0.08764458
0.0014657676,0.024355233
0.0014657676,0.09115493
0.0014657676,0.02420631
0.0014657676,0.09115493
0.0014657676,0.09115493
0.0,0.09115493
0.0,0.08764458
0.0,0.09115493
0.0,0.024204403
0.0,0.024204403
0.0025121868,0.09115493
0.0025121868,0.09115493
0.0025121868,0.09115493
0.0025121868,0.09115493
0.0025121868,0.09115493
0.0025121868,0.09115493
0.0025121868,0.09115493
0.0025121868,0.09115493
0.002120167,0.09115493
0.002120167,0.09115493
0.002120167,0.09115493
0.002120167,0.09115493
0.002120167,0.09115493
0.0011584461,0.09115493
0.0011584461,0.09115493
0.0011584461,0.09115493
0.0011584461,0.09115493
0.0012336671,0.02420631
0.0012336671,0.09115493
0.0012336671,0.08764458
0.0012336671,0.09115493
0.0004093051,0.09115493
0.0004093051,0.09115493
0.0004093051,0.09115493
0.0004093051,0.09115493
0.0004093051,0.017489225
0.0004093051,0.0014657676
0.07597551,0.09115493
0.07597551,0.09115493
0.07597551,0.02420631
0.07597551,0.0892545
0.07597551,0.09115493
0.07597551,0.09115493
0.07597551,0.09115493
0.07597551,0.09115493
0.07597551,0.09115493
0.024204403,0.09115493
0.024204403,0.09115493
0.024204403,0.00013896823
0.024204403,0.09115493
0.024204403,0.09115493
0.024204403,0.09115493
0.024204403,0.024204403
0.024204403,-5.441904e-05
0.024204403,0.09115493
0.024204403,0.09115493
0.024204403,0.09115493
0.024204403,0.09115493
0.024204403,0.08764458
0.024204403,0.09115493
0.024204403,-5.441904e-05
0.024204403,0.09115493
0.024204403,0.017489225
0.024204403,0.08764458
0.024204403,0.09115493
0.024204403,0.07597551
0.024204403,0.09115493
0.02420631,0.09115493
0.02420631,0.00022682548
0.02420631,0.09115493
0.02420631,0.09115493
0.02420631,0.00022682548
0.02420631,0.00013896823
0.024355233,-5.441904e-05
0.024355233,0.09115493
0.024355233,0.09115493
0.024355233,0.024355233
0.024355233,0.09115493
0.024355233,0.09115493
0.059497356,0.09115493
0.059497356,0.09115493
0.059497356,0.09115493
0.059497356,0.09115493
0.059497356,0.0014657676
0.059497356,0.017489225
0.059497356,0.09115493
0.012188137,0.024204403
0.012188137,-0.0029910505
0.012188137,0.09115493
0.012188137,0.09115493
0.012188137,0.024204403
0.012188137,0.0892545
0.012188137,0.09115493
0.09115493,0.0018367767
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.024355233
0.09115493,0.0012336671
0.09115493,0.08764458
0.09115493,0.09115493
0.09115493,0.059497356
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,-0.00020748377
0.09115493,0.00031608343
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.0892545
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.0011584461
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.024204403
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.08764458
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.08764458
0.09115493,0.00031608343
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.00013896823
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.0443182
0.09115493,0.09115493
0.09115493,0.024204403
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.0443182
0.09115493,0.08764458
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,-0.00020748377
0.09115493,0.018313617
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.024204403
0.09115493,0.09115493
0.09115493,0.02420631
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.0011584461
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.024355233
0.09115493,0.09115493
0.09115493,0.0
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.0025121868
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.059497356
0.09115493,0.08764458
0.09115493,0.07597551
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.0025121868
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.002120167
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.08764458
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.0892545
0.09115493,0.018238366
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.0025121868
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.002120167
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.02420631
0.09115493,0.09115493
0.09115493,0.0443182
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.018313617
0.09115493,0.09115493
0.09115493,-0.00020748377
0.09115493,0.0025121868
0.09115493,0.07597551
0.09115493,0.09115493
0.09115493,-5.441904e-05
0.09115493,0.024204403
0.09115493,0.0011584461
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.07597551
0.09115493,0.08764458
0.09115493,0.09115493
0.09115493,0.07597551
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.02420631
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.02420631
0.09115493,0.09115493
0.09115493,0.07597551
0.09115493,0.09115493
0.09115493,0.08764458
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.0892545
0.09115493,-0.00020748377
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,-0.00020748377
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.017489225
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,-5.441904e-05
0.09115493,0.024355233
0.09115493,0.09115493
0.09115493,0.00031608343
0.09115493,0.0
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,-5.441904e-05
0.09115493,0.002120167
0.09115493,0.0892545
0.09115493,0.09115493
0.09115493,0.024355233
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,-0.0029910505
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.0012336671
0.09115493,0.0025121868
0.09115493,0.018313617
0.09115493,0.0443182
0.09115493,0.09115493
0.08764458,0.09115493
0.08764458,0.09115493
0.08764458,0.09115493
0.08764458,0.09115493
0.08764458,0.09115493
0.00031608343,0.09115493
0.00031608343,0.09115493
0.00031608343,-5.441904e-05
0.00031608343,0.09115493
0.00031608343,0.09115493
0.00022682548,0.09115493
0.00022682548,0.002120167
0.00022682548,0.09115493
0.00022682548,0.09115493
0.00022682548,0.09115493
-0.0018174052,0.0025121868
-0.0018174052,0.09115493
-0.0018174052,0.09115493
-0.0018174052,0.09115493
0.0892545,0.09115493
0.0892545,0.09115493
0.0892545,0.09115493
0.0892545,0.09115493
0.0892545,0.024355233
-5.441904e-05,0.09115493
-5.441904e-05,0.09115493
-5.441904e-05,0.024204403
-5.441904e-05,0.09115493
0.00013896823,0.09115493
0.00013896823,0.09115493
0.00013896823,0.00013896823
0.0014657676,0.024204403
0.0014657676,0.09115493
0.0014657676,0.09115493
0.0014657676,0.00022682548
0.0,0.08764458
0.0,0.09115493
0.0025121868,0.09115493
0.0025121868,0.09115493
0.0025121868,0.09115493
0.0025121868,0.09115493
0.002120167,0.09115493
0.002120167,0.09115493
0.0011584461,0.09115493
0.0011584461,0.09115493
0.0011584461,0.002120167
0.0012336671,0.09115493
0.0012336671,-5.441904e-05
0.0012336671,0.00031608343
0.0012336671,0.09115493
0.0012336671,0.09115493
0.0004093051,0.024204403
0.07597551,0.09115493
0.07597551,-5.441904e-05
0.07597551,-5.441904e-05
0.07597551,0.09115493
0.024204403,0.0025121868
0.024204403,0.09115493
0.024204403,0.09115493
0.024204403,0.09115493
0.024204403,0.024204403
0.024204403,0.09115493
0.024204403,0.09115493
0.024204403,0.0014657676
0.024204403,0.09115493
0.024204403,0.09115493
0.024204403,0.09115493
0.02420631,0.09115493
0.02420631,0.0018367767
0.024355233,0.09115493
0.024355233,0.09115493
0.024355233,0.09115493
0.059497356,0.09115493
0.059497356,0.09115493
0.012188137,0.00031608343
0.012188137,0.09115493
0.012188137,0.09115493
0.012188137,0.09115493
0.09115493,0.024204403
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.024204403
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.024204403
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.024204403
0.09115493,0.09115493
0.09115493,0.08764458
0.09115493,0.08764458
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.0443182
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.08764458
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,-5.441904e-05
0.09115493,0.09115493
0.09115493,0.059497356
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.0014657676
0.09115493,0.059497356
0.09115493,0.024355233
0.09115493,0.09115493
0.09115493,0.0892545
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,-5.441904e-05
0.09115493,0.09115493
0.09115493,0.024204403
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.00013896823
0.09115493,0.0892545
0.09115493,0.0018367767
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.017489225
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.0
0.09115493,0.0014657676
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.0025121868
0.09115493,0.024204403
0.09115493,0.0025121868
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.0018367767
0.09115493,0.0012336671
0.09115493,0.00022682548
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.024204403
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.00013896823
0.09115493,0.024204403
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.018313617
0.09115493,0.00013896823
0.09115493,0.09115493
0.09115493,0.0011584461
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.0
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.07597551
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.08764458
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.0018367767
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.0014657676
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.02420631
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.0011584461
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.024355233
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.0012336671
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.017489225
0.09115493,-0.0029910505
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.00031608343
0.09115493,0.09115493
0.09115493,0.0011584461
0.09115493,0.09115493
0.09115493,0.02420631
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.0018367767
0.09115493,0.09115493
0.09115493,0.024204403
0.09115493,0.09115493
0.09115493,0.024204403
0.09115493,0.09115493
0.09115493,0.024204403
0.09115493,0.09115493
0.09115493,0.0
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.0011584461
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.024204403
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.018313617
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.0
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.08764458
0.09115493,0.09115493
0.09115493,0.02420631
0.09115493,0.09115493
0.09115493,0.08764458
0.09115493,0.0014657676
0.09115493,0.0011584461
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.0025121868
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,-5.441904e-05
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.024355233
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.024204403
0.09115493,0.09115493
0.09115493,0.0018367767
0.09115493,0.024204403
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.09115493
0.09115493,0.0443182
0.08764458,0.09115493
0.08764458,0.0892545
0.00022682548,0.09115493
0.031574994,0.09115493
0.0892545,0.09115493
-5.441904e-05,0.0892545
-5.441904e-05,0.09115493
0.0014657676,0.09115493
0.0014657676,0.0012336671
0.0,-0.00020748377
0.0025121868,0.08764458
0.0025121868,0.09115493
0.0025121868,0.09115493
0.002120167,-5.441904e-05
0.002120167,0.09115493
0.0011584461,0.09115493
0.0011584461,0.0018367767
0.0011584461,0.09115493
